sim_time, animated_rocket?world_pose/position/y
204.962, 0
204.963, 0
204.964, 0
204.965, 0
204.966, 0
204.967, 0
204.968, 0
204.969, 0
204.97, 0
204.971, 0
204.972, 0
204.973, 0
204.974, 0
204.975, 0
204.976, 0
204.977, 0
204.978, 0
204.979, 0
204.98, 0
204.981, 0
204.982, 0
204.983, 0
204.984, 0
204.985, 0
204.986, 0
204.987, 0
204.988, 0
204.989, 0
204.99, 0
204.991, 0
204.992, 0
204.993, 0
204.994, 0
204.995, 0
204.996, 0
204.997, 0
204.998, 0
204.999, 0
205, 0
205.001, 0
205.002, 0
205.003, 0
205.004, 0
205.005, 0
205.006, 0
205.007, 0
205.008, 0
205.009, 0
205.01, 0
205.011, 0
205.012, 0
205.013, 0
205.014, 0
205.015, 0
205.016, 0
205.017, 0
205.018, 0
205.019, 0
205.02, 0
205.021, 0
205.022, 0
205.023, 0
205.024, 0
205.025, 0
205.026, 0
205.027, 0
205.028, 0
205.029, 0
205.03, 0
205.031, 0
205.032, 0
205.033, 0
205.034, 0
205.035, 0
205.036, 0
205.037, 0
205.038, 0
205.039, 0
205.04, 0
205.041, 0
205.042, 0
205.043, 0
205.044, 0
205.045, 0
205.046, 0
205.047, 0
205.048, 0
205.049, 0
205.05, 0
205.051, 0
205.052, 0
205.053, 0
205.054, 0
205.055, 0
205.056, 0
205.057, 0
205.058, 0
205.059, 0
205.06, 0
205.061, 0
205.062, 0
205.063, 0
205.064, 0
205.065, 0
205.066, 0
205.067, 0
205.068, 0
205.069, 0
205.07, 0
205.071, 0
205.072, 0
205.073, 0
205.074, 0
205.075, 0
205.076, 0
205.077, 0
205.078, 0
205.079, 0
205.08, 0
205.081, 0
205.082, 0
205.083, 0
205.084, 0
205.085, 0
205.086, 0
205.087, 0
205.088, 0
205.089, 0
205.09, 0
205.091, 0
205.092, 0
205.093, 0
205.094, 0
205.095, 0
205.096, 0
205.097, 0
205.098, 0
205.099, 0
205.1, 0
205.101, 0
205.102, 0
205.103, 0
205.104, 0
205.105, 0
205.106, 0
205.107, 0
205.108, 0
205.109, 0
205.11, 0
205.111, 0
205.112, 0
205.113, 0
205.114, 0
205.115, 0
205.116, 0
205.117, 0
205.118, 0
205.119, 0
205.12, 0
205.121, 0
205.122, 0
205.123, 0
205.124, 0
205.125, 0
205.126, 0
205.127, 0
205.128, 0
205.129, 0
205.13, 0
205.131, 0
205.132, 0
205.133, 0
205.134, 0
205.135, 0
205.136, 0
205.137, 0
205.138, 0
205.139, 0
205.14, 0
205.141, 0
205.142, 0
205.143, 0
205.144, 0
205.145, 0
205.146, 0
205.147, 0
205.148, 0
205.149, 0
205.15, 0
205.151, 0
205.152, 0
205.153, 0
205.154, 0
205.155, 0
205.156, 0
205.157, 0
205.158, 0
205.159, 0
205.16, 0
205.161, 0
205.162, 0
205.163, 0
205.164, 0
205.165, 0
205.166, 0
205.167, 0
205.168, 0
205.169, 0
205.17, 0
205.171, 0
205.172, 0
205.173, 0
205.174, 0
205.175, 0
205.176, 0
205.177, 0
205.178, 0
205.179, 0
205.18, 0
205.181, 0
205.182, 0
205.183, 0
205.184, 0
205.185, 0
205.186, 0
205.187, 0
205.188, 0
205.189, 0
205.19, 0
205.191, 0
205.192, 0
205.193, 0
205.194, 0
205.195, 0
205.196, 0
205.197, 0
205.198, 0
205.199, 0
205.2, 0
205.201, 0
205.202, 0
205.203, 0
205.204, 0
205.205, 0
205.206, 0
205.207, 0
205.208, 0
205.209, 0
205.21, 0
205.211, 0
205.212, 0
205.213, 0
205.214, 0
205.215, 0
205.216, 0
205.217, 0
205.218, 0
205.219, 0
205.22, 0
205.221, 0
205.222, 0
205.223, 0
205.224, 0
205.225, 0
205.226, 0
205.227, 0
205.228, 0
205.229, 0
205.23, 0
205.231, 0
205.232, 0
205.233, 0
205.234, 0
205.235, 0
205.236, 0
205.237, 0
205.238, 0
205.239, 0
205.24, 0
205.241, 0
205.242, 0
205.243, 0
205.244, 0
205.245, 0
205.246, 0
205.247, 0
205.248, 0
205.249, 0
205.25, 0
205.251, 0
205.252, 0
205.253, 0
205.254, 0
205.255, 0
205.256, 0
205.257, 0
205.258, 0
205.259, 0
205.26, 0
205.261, 0
205.262, 0
205.263, 0
205.264, 0
205.265, 0
205.266, 0
205.267, 0
205.268, 0
205.269, 0
205.27, 0
205.271, 0
205.272, 0
205.273, 0
205.274, 0
205.275, 0
205.276, 0
205.277, 0
205.278, 0
205.279, 0
205.28, 0
205.281, 0
205.282, 0
205.283, 0
205.284, 0
205.285, 0
205.286, 0
205.287, 0
205.288, 0
205.289, 0
205.29, 0
205.291, 0
205.292, 0
205.293, 0
205.294, 0
205.295, 0
205.296, 0
205.297, 0
205.298, 0
205.299, 0
205.3, 0
205.301, 0
205.302, 0
205.303, 0
205.304, 0
205.305, 0
205.306, 0
205.307, 0
205.308, 0
205.309, 0
205.31, 0
205.311, 0
205.312, 0
205.313, 0
205.314, 0
205.315, 0
205.316, 0
205.317, 0
205.318, 0
205.319, 0
205.32, 0
205.321, 0
205.322, 0
205.323, 0
205.324, 0
205.325, 0
205.326, 0
205.327, 0
205.328, 0
205.329, 0
205.33, 0
205.331, 0
205.332, 0
205.333, 0
205.334, 0
205.335, 0
205.336, 0
205.337, 0
205.338, 0
205.339, 0
205.34, 0
205.341, 0
205.342, 0
205.343, 0
205.344, 0
205.345, 0
205.346, 0
205.347, 0
205.348, 0
205.349, 0
205.35, 0
205.351, 0
205.352, 0
205.353, 0
205.354, 0
205.355, 0
205.356, 0
205.357, 0
205.358, 0
205.359, 0
205.36, 0
205.361, 0
205.362, 0
205.363, 0
205.364, 0
205.365, 0
205.366, 0
205.367, 0
205.368, 0
205.369, 0
205.37, 0
205.371, 0
205.372, 0
205.373, 0
205.374, 0
205.375, 0
205.376, 0
205.377, 0
205.378, 0
205.379, 0
205.38, 0
205.381, 0
205.382, 0
205.383, 0
205.384, 0
205.385, 0
205.386, 0
205.387, 0
205.388, 0
205.389, 0
205.39, 0
205.391, 0
205.392, 0
205.393, 0
205.394, 0
205.395, 0
205.396, 0
205.397, 0
205.398, 0
205.399, 0
205.4, 0
205.401, 0
205.402, 0
205.403, 0
205.404, 0
205.405, 0
205.406, 0
205.407, 0
205.408, 0
205.409, 0
205.41, 0
205.411, 0
205.412, 0
205.413, 0
205.414, 0
205.415, 0
205.416, 0
205.417, 0
205.418, 0
205.419, 0
205.42, 0
205.421, 0
205.422, 0
205.423, 0
205.424, 0
205.425, 0
205.426, 0
205.427, 0
205.428, 0
205.429, 0
205.43, 0
205.431, 0
205.432, 0
205.433, 0
205.434, 0
205.435, 0
205.436, 0
205.437, 0
205.438, 0
205.439, 0
205.44, 0
205.441, 0
205.442, 0
205.443, 0
205.444, 0
205.445, 0
205.446, 0
205.447, 0
205.448, 0
205.449, 0
205.45, 0
205.451, 0
205.452, 0
205.453, 0
205.454, 0
205.455, 0
205.456, 0
205.457, 0
205.458, 0
205.459, 0
205.46, 0
205.461, 0
205.462, 0
205.463, 0
205.464, 0
205.465, 0
205.466, 0
205.467, 0
205.468, 0
205.469, 0
205.47, 0
205.471, 0
205.472, 0
205.473, 0
205.474, 0
205.475, 0
205.476, 0
205.477, 0
205.478, 0
205.479, 0
205.48, 0
205.481, 0
205.482, 0
205.483, 0
205.484, 0
205.485, 0
205.486, 0
205.487, 0
205.488, 0
205.489, 0
205.49, 0
205.491, 0
205.492, 0
205.493, 0
205.494, 0
205.495, 0
205.496, 0
205.497, 0
205.498, 0
205.499, 0
205.5, 0
205.501, 0
205.502, 0
205.503, 0
205.504, 0
205.505, 0
205.506, 0
205.507, 0
205.508, 0
205.509, 0
205.51, 0
205.511, 0
205.512, 0
205.513, 0
205.514, 0
205.515, 0
205.516, 0
205.517, 0
205.518, 0
205.519, 0
205.52, 0
205.521, 0
205.522, 0
205.523, 0
205.524, 0
205.525, 0
205.526, 0
205.527, 0
205.528, 0
205.529, 0
205.53, 0
205.531, 0
205.532, 0
205.533, 0
205.534, 0
205.535, 0
205.536, 0
205.537, 0
205.538, 0
205.539, 0
205.54, 0
205.541, 0
205.542, 0
205.543, 0
205.544, 0
205.545, 0
205.546, 0
205.547, 0
205.548, 0
205.549, 0
205.55, 0
205.551, 0
205.552, 0
205.553, 0
205.554, 0
205.555, 0
205.556, 0
205.557, 0
205.558, 0
205.559, 0
205.56, 0
205.561, 0
205.562, 0
205.563, 0
205.564, 0
205.565, 0
205.566, 0
205.567, 0
205.568, 0
205.569, 0
205.57, 0
205.571, 0
205.572, 0
205.573, 0
205.574, 0
205.575, 0
205.576, 0
205.577, 0
205.578, 0
205.579, 0
205.58, 0
205.581, 0
205.582, 0
205.583, 0
205.584, 0
205.585, 0
205.586, 0
205.587, 0
205.588, 0
205.589, 0
205.59, 0
205.591, 0
205.592, 0
205.593, 0
205.594, 0
205.595, 0
205.596, 0
205.597, 0
205.598, 0
205.599, 0
205.6, 0
205.601, 0
205.602, 0
205.603, 0
205.604, 0
205.605, 0
205.606, 0
205.607, 0
205.608, 0
205.609, 0
205.61, 0
205.611, 0
205.612, 0
205.613, 0
205.614, 0
205.615, 0
205.616, 0
205.617, 0
205.618, 0
205.619, 0
205.62, 0
205.621, 0
205.622, 0
205.623, 0
205.624, 0
205.625, 0
205.626, 0
205.627, 0
205.628, 0
205.629, 0
205.63, 0
205.631, 0
205.632, 0
205.633, 0
205.634, 0
205.635, 0
205.636, 0
205.637, 0
205.638, 0
205.639, 0
205.64, 0
205.641, 0
205.642, 0
205.643, 0
205.644, 0
205.645, 0
205.646, 0
205.647, 0
205.648, 0
205.649, 0
205.65, 0
205.651, 0
205.652, 0
205.653, 0
205.654, 0
205.655, 0
205.656, 0
205.657, 0
205.658, 0
205.659, 0
205.66, 0
205.661, 0
205.662, 0
205.663, 0
205.664, 0
205.665, 0
205.666, 0
205.667, 0
205.668, 0
205.669, 0
205.67, 0
205.671, 0
205.672, 0
205.673, 0
205.674, 0
205.675, 0
205.676, 0
205.677, 0
205.678, 0
205.679, 0
205.68, 0
205.681, 0
205.682, 0
205.683, 0
205.684, 0
205.685, 0
205.686, 0
205.687, 0
205.688, 0
205.689, 0
205.69, 0
205.691, 0
205.692, 0
205.693, 0
205.694, 0
205.695, 0
205.696, 0
205.697, 0
205.698, 0
205.699, 0
205.7, 0
205.701, 0
205.702, 0
205.703, 0
205.704, 0
205.705, 0
205.706, 0
205.707, 0
205.708, 0
205.709, 0
205.71, 0
205.711, 0
205.712, 0
205.713, 0
205.714, 0
205.715, 0
205.716, 0
205.717, 0
205.718, 0
205.719, 0
205.72, 0
205.721, 0
205.722, 0
205.723, 0
205.724, 0
205.725, 0
205.726, 0
205.727, 0
205.728, 0
205.729, 0
205.73, 0
205.731, 0
205.732, 0
205.733, 0
205.734, 0
205.735, 0
205.736, 0
205.737, 0
205.738, 0
205.739, 0
205.74, 0
205.741, 0
205.742, 0
205.743, 0
205.744, 0
205.745, 0
205.746, 0
205.747, 0
205.748, 0
205.749, 0
205.75, 0
205.751, 0
205.752, 0
205.753, 0
205.754, 0
205.755, 0
205.756, 0
205.757, 0
205.758, 0
205.759, 0
205.76, 0
205.761, 0
205.762, 0
205.763, 0
205.764, 0
205.765, 0
205.766, 0
205.767, 0
205.768, 0
205.769, 0
205.77, 0
205.771, 0
205.772, 0
205.773, 0
205.774, 0
205.775, 0
205.776, 0
205.777, 0
205.778, 0
205.779, 0
205.78, 0
205.781, 0
205.782, 0
205.783, 0
205.784, 0
205.785, 0
205.786, 0
205.787, 0
205.788, 0
205.789, 0
205.79, 0
205.791, 0
205.792, 0
205.793, 0
205.794, 0
205.795, 0
205.796, 0
205.797, 0
205.798, 0
205.799, 0
205.8, 0
205.801, 0
205.802, 0
205.803, 0
205.804, 0
205.805, 0
205.806, 0
205.807, 0
205.808, 0
205.809, 0
205.81, 0
205.811, 0
205.812, 0
205.813, 0
205.814, 0
205.815, 0
205.816, 0
205.817, 0
205.818, 0
205.819, 0
205.82, 0
205.821, 0
205.822, 0
205.823, 0
205.824, 0
205.825, 0
205.826, 0
205.827, 0
205.828, 0
205.829, 0
205.83, 0
205.831, 0
205.832, 0
205.833, 0
205.834, 0
205.835, 0
205.836, 0
205.837, 0
205.838, 0
205.839, 0
205.84, 0
205.841, 0
205.842, 0
205.843, 0
205.844, 0
205.845, 0
205.846, 0
205.847, 0
205.848, 0
205.849, 0
205.85, 0
205.851, 0
205.852, 0
205.853, 0
205.854, 0
205.855, 0
205.856, 0
205.857, 0
205.858, 0
205.859, 0
205.86, 0
205.861, 0
205.862, 0
205.863, 0
205.864, 0
205.865, 0
205.866, 0
205.867, 0
205.868, 0
205.869, 0
205.87, -6.38475e-10
205.871, -6.38475e-10
205.872, -6.38475e-10
205.873, -6.38475e-10
205.874, -6.38475e-10
205.875, -6.38475e-10
205.876, -6.38475e-10
205.877, -6.38475e-10
205.878, -6.38475e-10
205.879, -6.38475e-10
205.88, -6.38475e-10
205.881, -6.38475e-10
205.882, -6.38475e-10
205.883, -6.38475e-10
205.884, -6.38475e-10
205.885, -6.38475e-10
205.886, -6.38475e-10
205.887, -6.38475e-10
205.888, -6.38475e-10
205.889, -6.38475e-10
205.89, -6.38475e-10
205.891, -6.38475e-10
205.892, -6.38475e-10
205.893, -6.38475e-10
205.894, -6.38475e-10
205.895, -6.38475e-10
205.896, -6.38475e-10
205.897, -6.38475e-10
205.898, -6.38475e-10
205.899, -6.38475e-10
205.9, -6.38475e-10
205.901, -6.38475e-10
205.902, -6.38475e-10
205.903, -6.38475e-10
205.904, -1.69558e-08
205.905, -1.69558e-08
205.906, -1.69558e-08
205.907, -1.69558e-08
205.908, -1.69558e-08
205.909, -1.69558e-08
205.91, -1.69558e-08
205.911, -1.69558e-08
205.912, -1.69558e-08
205.913, -1.69558e-08
205.914, -1.69558e-08
205.915, -1.69558e-08
205.916, -1.69558e-08
205.917, -1.69558e-08
205.918, -1.69558e-08
205.919, -1.69558e-08
205.92, -1.69558e-08
205.921, -1.69558e-08
205.922, -1.69558e-08
205.923, -1.69558e-08
205.924, -1.69558e-08
205.925, -1.69558e-08
205.926, -1.69558e-08
205.927, -1.69558e-08
205.928, -1.69558e-08
205.929, -1.69558e-08
205.93, -1.69558e-08
205.931, -1.69558e-08
205.932, -1.69558e-08
205.933, -1.69558e-08
205.934, -1.69558e-08
205.935, -1.69558e-08
205.936, -1.69558e-08
205.937, -1.69558e-08
205.938, -5.4792e-08
205.939, -5.4792e-08
205.94, -5.4792e-08
205.941, -5.4792e-08
205.942, -5.4792e-08
205.943, -5.4792e-08
205.944, -5.4792e-08
205.945, -5.4792e-08
205.946, -5.4792e-08
205.947, -5.4792e-08
205.948, -5.4792e-08
205.949, -5.4792e-08
205.95, -5.4792e-08
205.951, -5.4792e-08
205.952, -5.4792e-08
205.953, -5.4792e-08
205.954, -5.4792e-08
205.955, -5.4792e-08
205.956, -5.4792e-08
205.957, -5.4792e-08
205.958, -5.4792e-08
205.959, -5.4792e-08
205.96, -5.4792e-08
205.961, -5.4792e-08
205.962, -5.4792e-08
205.963, -5.4792e-08
205.964, -5.4792e-08
205.965, -5.4792e-08
205.966, -5.4792e-08
205.967, -5.4792e-08
205.968, -5.4792e-08
205.969, -5.4792e-08
205.97, -5.4792e-08
205.971, -5.4792e-08
205.972, -1.25509e-07
205.973, -1.25509e-07
205.974, -1.25509e-07
205.975, -1.25509e-07
205.976, -1.25509e-07
205.977, -1.25509e-07
205.978, -1.25509e-07
205.979, -1.25509e-07
205.98, -1.25509e-07
205.981, -1.25509e-07
205.982, -1.25509e-07
205.983, -1.25509e-07
205.984, -1.25509e-07
205.985, -1.25509e-07
205.986, -1.25509e-07
205.987, -1.25509e-07
205.988, -1.25509e-07
205.989, -1.25509e-07
205.99, -1.25509e-07
205.991, -1.25509e-07
205.992, -1.25509e-07
205.993, -1.25509e-07
205.994, -1.25509e-07
205.995, -1.25509e-07
205.996, -1.25509e-07
205.997, -1.25509e-07
205.998, -1.25509e-07
205.999, -1.25509e-07
206, -1.25509e-07
206.001, -1.25509e-07
206.002, -1.25509e-07
206.003, -1.25509e-07
206.004, -1.25509e-07
206.005, -1.25509e-07
206.006, -2.28635e-07
206.007, -2.28635e-07
206.008, -2.28635e-07
206.009, -2.28635e-07
206.01, -2.28635e-07
206.011, -2.28635e-07
206.012, -2.28635e-07
206.013, -2.28635e-07
206.014, -2.28635e-07
206.015, -2.28635e-07
206.016, -2.28635e-07
206.017, -2.28635e-07
206.018, -2.28635e-07
206.019, -2.28635e-07
206.02, -2.28635e-07
206.021, -2.28635e-07
206.022, -2.28635e-07
206.023, -2.28635e-07
206.024, -2.28635e-07
206.025, -2.28635e-07
206.026, -2.28635e-07
206.027, -2.28635e-07
206.028, -2.28635e-07
206.029, -2.28635e-07
206.03, -2.28635e-07
206.031, -2.28635e-07
206.032, -2.28635e-07
206.033, -2.28635e-07
206.034, -2.28635e-07
206.035, -2.28635e-07
206.036, -2.28635e-07
206.037, -2.28635e-07
206.038, -2.28635e-07
206.039, -2.28635e-07
206.04, -4.07604e-07
206.041, -4.07604e-07
206.042, -4.07604e-07
206.043, -4.07604e-07
206.044, -4.07604e-07
206.045, -4.07604e-07
206.046, -4.07604e-07
206.047, -4.07604e-07
206.048, -4.07604e-07
206.049, -4.07604e-07
206.05, -4.07604e-07
206.051, -4.07604e-07
206.052, -4.07604e-07
206.053, -4.07604e-07
206.054, -4.07604e-07
206.055, -4.07604e-07
206.056, -4.07604e-07
206.057, -4.07604e-07
206.058, -4.07604e-07
206.059, -4.07604e-07
206.06, -4.07604e-07
206.061, -4.07604e-07
206.062, -4.07604e-07
206.063, -4.07604e-07
206.064, -4.07604e-07
206.065, -4.07604e-07
206.066, -4.07604e-07
206.067, -4.07604e-07
206.068, -4.07604e-07
206.069, -4.07604e-07
206.07, -4.07604e-07
206.071, -4.07604e-07
206.072, -4.07604e-07
206.073, -4.07604e-07
206.074, -6.10773e-07
206.075, -6.10773e-07
206.076, -6.10773e-07
206.077, -6.10773e-07
206.078, -6.10773e-07
206.079, -6.10773e-07
206.08, -6.10773e-07
206.081, -6.10773e-07
206.082, -6.10773e-07
206.083, -6.10773e-07
206.084, -6.10773e-07
206.085, -6.10773e-07
206.086, -6.10773e-07
206.087, -6.10773e-07
206.088, -6.10773e-07
206.089, -6.10773e-07
206.09, -6.10773e-07
206.091, -6.10773e-07
206.092, -6.10773e-07
206.093, -6.10773e-07
206.094, -6.10773e-07
206.095, -6.10773e-07
206.096, -6.10773e-07
206.097, -6.10773e-07
206.098, -6.10773e-07
206.099, -6.10773e-07
206.1, -6.10773e-07
206.101, -6.10773e-07
206.102, -6.10773e-07
206.103, -6.10773e-07
206.104, -6.10773e-07
206.105, -6.10773e-07
206.106, -6.10773e-07
206.107, -6.10773e-07
206.108, -9.02592e-07
206.109, -9.02592e-07
206.11, -9.02592e-07
206.111, -9.02592e-07
206.112, -9.02592e-07
206.113, -9.02592e-07
206.114, -9.02592e-07
206.115, -9.02592e-07
206.116, -9.02592e-07
206.117, -9.02592e-07
206.118, -9.02592e-07
206.119, -9.02592e-07
206.12, -9.02592e-07
206.121, -9.02592e-07
206.122, -9.02592e-07
206.123, -9.02592e-07
206.124, -9.02592e-07
206.125, -9.02592e-07
206.126, -9.02592e-07
206.127, -9.02592e-07
206.128, -9.02592e-07
206.129, -9.02592e-07
206.13, -9.02592e-07
206.131, -9.02592e-07
206.132, -9.02592e-07
206.133, -9.02592e-07
206.134, -9.02592e-07
206.135, -9.02592e-07
206.136, -9.02592e-07
206.137, -9.02592e-07
206.138, -9.02592e-07
206.139, -9.02592e-07
206.14, -9.02592e-07
206.141, -9.02592e-07
206.142, -1.30963e-06
206.143, -1.30963e-06
206.144, -1.30963e-06
206.145, -1.30963e-06
206.146, -1.30963e-06
206.147, -1.30963e-06
206.148, -1.30963e-06
206.149, -1.30963e-06
206.15, -1.30963e-06
206.151, -1.30963e-06
206.152, -1.30963e-06
206.153, -1.30963e-06
206.154, -1.30963e-06
206.155, -1.30963e-06
206.156, -1.30963e-06
206.157, -1.30963e-06
206.158, -1.30963e-06
206.159, -1.30963e-06
206.16, -1.30963e-06
206.161, -1.30963e-06
206.162, -1.30963e-06
206.163, -1.30963e-06
206.164, -1.30963e-06
206.165, -1.30963e-06
206.166, -1.30963e-06
206.167, -1.30963e-06
206.168, -1.30963e-06
206.169, -1.30963e-06
206.17, -1.30963e-06
206.171, -1.30963e-06
206.172, -1.30963e-06
206.173, -1.30963e-06
206.174, -1.30963e-06
206.175, -1.30963e-06
206.176, -1.86424e-06
206.177, -1.86424e-06
206.178, -1.86424e-06
206.179, -1.86424e-06
206.18, -1.86424e-06
206.181, -1.86424e-06
206.182, -1.86424e-06
206.183, -1.86424e-06
206.184, -1.86424e-06
206.185, -1.86424e-06
206.186, -1.86424e-06
206.187, -1.86424e-06
206.188, -1.86424e-06
206.189, -1.86424e-06
206.19, -1.86424e-06
206.191, -1.86424e-06
206.192, -1.86424e-06
206.193, -1.86424e-06
206.194, -1.86424e-06
206.195, -1.86424e-06
206.196, -1.86424e-06
206.197, -1.86424e-06
206.198, -1.86424e-06
206.199, -1.86424e-06
206.2, -1.86424e-06
206.201, -1.86424e-06
206.202, -1.86424e-06
206.203, -1.86424e-06
206.204, -1.86424e-06
206.205, -1.86424e-06
206.206, -1.86424e-06
206.207, -1.86424e-06
206.208, -1.86424e-06
206.209, -1.86424e-06
206.21, -2.58453e-06
206.211, -2.58453e-06
206.212, -2.58453e-06
206.213, -2.58453e-06
206.214, -2.58453e-06
206.215, -2.58453e-06
206.216, -2.58453e-06
206.217, -2.58453e-06
206.218, -2.58453e-06
206.219, -2.58453e-06
206.22, -2.58453e-06
206.221, -2.58453e-06
206.222, -2.58453e-06
206.223, -2.58453e-06
206.224, -2.58453e-06
206.225, -2.58453e-06
206.226, -2.58453e-06
206.227, -2.58453e-06
206.228, -2.58453e-06
206.229, -2.58453e-06
206.23, -2.58453e-06
206.231, -2.58453e-06
206.232, -2.58453e-06
206.233, -2.58453e-06
206.234, -2.58453e-06
206.235, -2.58453e-06
206.236, -2.58453e-06
206.237, -2.58453e-06
206.238, -2.58453e-06
206.239, -2.58453e-06
206.24, -2.58453e-06
206.241, -2.58453e-06
206.242, -2.58453e-06
206.243, -2.58453e-06
206.244, -3.4062e-06
206.245, -3.4062e-06
206.246, -3.4062e-06
206.247, -3.4062e-06
206.248, -3.4062e-06
206.249, -3.4062e-06
206.25, -3.4062e-06
206.251, -3.4062e-06
206.252, -3.4062e-06
206.253, -3.4062e-06
206.254, -3.4062e-06
206.255, -3.4062e-06
206.256, -3.4062e-06
206.257, -3.4062e-06
206.258, -3.4062e-06
206.259, -3.4062e-06
206.26, -3.4062e-06
206.261, -3.4062e-06
206.262, -3.4062e-06
206.263, -3.4062e-06
206.264, -3.4062e-06
206.265, -3.4062e-06
206.266, -3.4062e-06
206.267, -3.4062e-06
206.268, -3.4062e-06
206.269, -3.4062e-06
206.27, -3.4062e-06
206.271, -3.4062e-06
206.272, -3.4062e-06
206.273, -3.4062e-06
206.274, -3.4062e-06
206.275, -3.4062e-06
206.276, -3.4062e-06
206.277, -3.4062e-06
206.278, -4.22611e-06
206.279, -4.22611e-06
206.28, -4.22611e-06
206.281, -4.22611e-06
206.282, -4.22611e-06
206.283, -4.22611e-06
206.284, -4.22611e-06
206.285, -4.22611e-06
206.286, -4.22611e-06
206.287, -4.22611e-06
206.288, -4.22611e-06
206.289, -4.22611e-06
206.29, -4.22611e-06
206.291, -4.22611e-06
206.292, -4.22611e-06
206.293, -4.22611e-06
206.294, -4.22611e-06
206.295, -4.22611e-06
206.296, -4.22611e-06
206.297, -4.22611e-06
206.298, -4.22611e-06
206.299, -4.22611e-06
206.3, -4.22611e-06
206.301, -4.22611e-06
206.302, -4.22611e-06
206.303, -4.22611e-06
206.304, -4.22611e-06
206.305, -4.22611e-06
206.306, -4.22611e-06
206.307, -4.22611e-06
206.308, -4.22611e-06
206.309, -4.22611e-06
206.31, -4.22611e-06
206.311, -4.22611e-06
206.312, -4.89563e-06
206.313, -4.89563e-06
206.314, -4.89563e-06
206.315, -4.89563e-06
206.316, -4.89563e-06
206.317, -4.89563e-06
206.318, -4.89563e-06
206.319, -4.89563e-06
206.32, -4.89563e-06
206.321, -4.89563e-06
206.322, -4.89563e-06
206.323, -4.89563e-06
206.324, -4.89563e-06
206.325, -4.89563e-06
206.326, -4.89563e-06
206.327, -4.89563e-06
206.328, -4.89563e-06
206.329, -4.89563e-06
206.33, -4.89563e-06
206.331, -4.89563e-06
206.332, -4.89563e-06
206.333, -4.89563e-06
206.334, -4.89563e-06
206.335, -4.89563e-06
206.336, -4.89563e-06
206.337, -4.89563e-06
206.338, -4.89563e-06
206.339, -4.89563e-06
206.34, -4.89563e-06
206.341, -4.89563e-06
206.342, -4.89563e-06
206.343, -4.89563e-06
206.344, -4.89563e-06
206.345, -4.89563e-06
206.346, -5.14e-06
206.347, -5.14e-06
206.348, -5.14e-06
206.349, -5.14e-06
206.35, -5.14e-06
206.351, -5.14e-06
206.352, -5.14e-06
206.353, -5.14e-06
206.354, -5.14e-06
